客户ID,雇员关系,性别,年龄层级,客户状态,是否外国人,开户渠道,省份名称,年收入
1325422,非员工,男,18-30岁,活跃客户,否,KFC,广东,416583.03
1325439,非员工,男,30-45岁,活跃客户,否,KFC,广东,101659.35
1325925,非员工,男,18-30岁,活跃客户,否,KHE,广东,143988.57
1325993,非员工,女,18-30岁,活跃客户,否,KHE,江西,102177.38999999998
1326195,非员工,女,30-45岁,活跃客户,否,KFC,江西,72294.09
1326213,非员工,女,30-45岁,活跃客户,否,KFC,广东,77597.79000000001
1326221,非员工,男,30-45岁,活跃客户,否,KFC,江西,109731.42
1326272,非员工,男,30-45岁,活跃客户,是,KHE,广东,113490.63
1326369,非员工,女,45-60岁,活跃客户,否,KAT,广东,77704.92
1326401,非员工,男,18-30岁,活跃客户,否,KFC,广东,116525.97
1326411,非员工,女,30-45岁,活跃客户,是,KAT,广东,91301.85
1326442,非员工,男,30-45岁,活跃客户,否,KFC,广东,64700.79
1326458,非员工,男,18-30岁,活跃客户,否,KHK,江西,90580.14
1326470,非员工,女,18-30岁,活跃客户,否,KHE,四川,546924.12
1326480,非员工,男,60-75岁,活跃客户,否,KFC,四川,56861.55
1326501,非员工,男,45-60岁,活跃客户,否,KFC,广东,163513.74
1326507,非员工,女,18-30岁,活跃客户,否,KFC,广东,98846.46
1326542,非员工,男,45-60岁,活跃客户,否,KFC,广东,83401.47
1326611,非员工,男,45-60岁,活跃客户,是,KFC,江西,22616.91
1326641,非员工,男,30-45岁,活跃客户,否,KFC,广东,76864.02
1326664,非员工,女,30-45岁,活跃客户,否,KFC,广东,87995.37
1326675,非员工,女,45-60岁,活跃客户,否,KAT,江西,145641.54
1326767,非员工,女,18-30岁,活跃客户,否,KFC,江西,94623.48
1326849,非员工,女,60-75岁,活跃客户,否,KAT,江西,116670.48
1326871,非员工,男,18-30岁,活跃客户,否,KHE,江西,40712.28
1326874,非员工,女,30-45岁,活跃客户,是,KFC,海南,44854.65
1326890,非员工,男,18-30岁,活跃客户,否,KHE,江西,66190.20000000001
1327270,非员工,男,45-60岁,活跃客户,否,KAT,江西,51751.31999999999
1327330,非员工,女,30-45岁,活跃客户,否,KFC,广东,161196.0
1327405,非员工,女,45-60岁,活跃客户,否,KAT,广东,85980.03
1327414,非员工,男,30-45岁,活跃客户,否,KFC,江西,171097.71
1327437,非员工,女,18-30岁,活跃客户,否,KFC,广东,35254.86
1327450,非员工,男,30-45岁,活跃客户,否,KFC,江西,43943.4
1327457,非员工,女,45-60岁,活跃客户,否,KFC,广东,143834.49
1327490,非员工,女,18-30岁,活跃客户,否,KHE,江西,198949.5
1327571,非员工,女,30-45岁,活跃客户,否,KFC,广东,146932.71
1327585,非员工,女,18-30岁,活跃客户,否,KHE,广东,432701.01
1327633,非员工,女,60-75岁,活跃客户,否,KAT,四川,54307.17
1327748,非员工,女,18-30岁,活跃客户,否,KHE,北京,5163.75
1327829,非员工,男,30-45岁,活跃客户,否,KHE,江西,37358.4
1327837,非员工,男,30-45岁,活跃客户,是,KHE,江西,78099.99
1327941,非员工,女,18-30岁,活跃客户,否,KAT,海南,91120.29
1328146,非员工,女,18-30岁,活跃客户,否,KHE,广东,90982.38
1328227,非员工,男,30-45岁,活跃客户,否,KFC,江西,105251.19
1328367,非员工,男,18-30岁,活跃客户,否,KHE,江西,45059.94
1328381,非员工,女,30-45岁,活跃客户,是,KFC,海南,37282.83
1328408,非员工,女,45-60岁,活跃客户,否,KAT,海南,47571.57
1328431,非员工,女,45-60岁,活跃客户,否,KFC,广东,123763.86000000002
1328491,非员工,男,30-45岁,活跃客户,否,KAT,广东,78366.27
1328582,非员工,男,45-60岁,活跃客户,否,KFC,江西,86373.12
1328862,非员工,女,45-60岁,活跃客户,否,KFC,广东,137555.34
1329051,非员工,男,18-30岁,活跃客户,否,KFC,海南,132228.18
1329162,非员工,女,30-45岁,活跃客户,是,KFC,广东,82602.87
1329375,非员工,男,60-75岁,活跃客户,否,KAT,陕西,212792.16
1329407,非员工,男,18-30岁,活跃客户,否,KHE,江西,94767.72
1329437,非员工,女,30-45岁,活跃客户,否,KHK,广东,200563.29
1329478,非员工,男,45-60岁,活跃客户,否,KFC,陕西,90317.64
1329500,非员工,男,45-60岁,活跃客户,否,KFC,广东,191116.59
1329690,非员工,男,45-60岁,活跃客户,否,KAT,广东,107979.81
1329737,非员工,女,30-45岁,活跃客户,否,KAT,江西,53705.31
1329827,非员工,男,30-45岁,活跃客户,否,KFC,江西,69465.15
1329905,非员工,男,18-30岁,活跃客户,否,KFC,海南,44446.89
1329919,非员工,男,30-45岁,活跃客户,否,KFC,江西,90791.4
1329980,非员工,男,18-30岁,活跃客户,是,KHE,广东,104026.2
1330089,非员工,男,18-30岁,活跃客户,否,KHE,广东,194956.53
1330097,非员工,女,30-45岁,活跃客户,否,KFC,海南,35782.83
1330098,非员工,男,30-45岁,活跃客户,否,KAT,海南,67822.26
1330113,非员工,女,18-30岁,活跃客户,否,KFC,江西,42862.62
1330129,非员工,男,30-45岁,活跃客户,否,KHE,广东,74218.44
1330150,非员工,男,60-75岁,活跃客户,否,KAT,广东,369499.2
1330210,非员工,男,18-30岁,活跃客户,否,KHE,广东,214219.71
1330247,非员工,男,18-30岁,活跃客户,否,KFC,陕西,143147.40000000002
1330371,非员工,女,18-30岁,活跃客户,否,KHE,江西,267952.59
1330426,非员工,女,18-30岁,活跃客户,否,KHE,江西,93729.21
1330458,非员工,男,60-75岁,活跃客户,否,KFC,陕西,143147.40000000002
1330566,非员工,女,18-30岁,活跃客户,否,KHE,江西,39303.3
1330647,非员工,男,30-45岁,活跃客户,否,KFA,江西,192287.25
1330762,非员工,男,45-60岁,活跃客户,否,KAT,广东,52544.58
1330764,非员工,男,30-45岁,活跃客户,否,KAT,广东,53669.31
1330805,非员工,女,30-45岁,活跃客户,是,KAT,江西,136459.34999999998
1330823,非员工,男,45-60岁,活跃客户,否,KAT,广东,107548.05
1330879,非员工,男,45-60岁,活跃客户,否,KAT,广东,77989.35
1330912,非员工,男,30-45岁,活跃客户,是,KFC,广东,179701.23
1330939,非员工,男,30-45岁,活跃客户,否,KFC,海南,65518.89
1330977,非员工,女,18-30岁,活跃客户,否,KFC,陕西,71172.39
1330987,非员工,女,30-45岁,活跃客户,否,KFC,陕西,89104.20000000003
1331006,非员工,男,60-75岁,活跃客户,否,KFC,陕西,102925.11000000002
1331016,非员工,男,30-45岁,活跃客户,否,KFC,江西,70580.88
1331051,非员工,男,18-30岁,活跃客户,否,KFC,江西,104463.36000000002
1331156,非员工,女,18-30岁,活跃客户,否,KHE,陕西,58365.87
1331262,非员工,女,18-30岁,活跃客户,否,KHE,江西,36452.7
1331307,非员工,女,60-75岁,活跃客户,否,KAT,广东,159513.69
1331432,非员工,男,45-60岁,活跃客户,否,KFC,海南,56018.88
1331513,非员工,女,45-60岁,活跃客户,是,KAT,广东,96124.47
1331616,非员工,男,18-30岁,活跃客户,否,KAT,江西,119227.83
1331621,非员工,男,60-75岁,活跃客户,否,KAT,江西,119227.83
1331786,非员工,女,30-45岁,活跃客户,否,KAT,广东,90141.99
1332023,非员工,男,30-45岁,活跃客户,是,KFC,江西,76034.61
1332043,非员工,男,30-45岁,活跃客户,是,KFC,江西,31312.41
1332055,非员工,男,75岁以上,活跃客户,否,KAT,江西,109927.08
1332078,非员工,男,30-45岁,活跃客户,否,KFC,广东,86159.13
1332085,非员工,男,75岁以上,活跃客户,否,KAT,北京,45482.88
1332109,非员工,男,30-45岁,活跃客户,否,KFC,江西,49633.8
1332235,非员工,男,30-45岁,活跃客户,否,KFC,广东,77014.53
1332416,非员工,男,18-30岁,活跃客户,否,KHE,广东,331460.76
1332433,非员工,女,30-45岁,活跃客户,否,KFC,陕西,72560.94
1332469,非员工,男,30-45岁,活跃客户,否,KHK,江西,70770.54000000001
1332549,非员工,男,18-30岁,活跃客户,否,KAT,江西,178932.15000000005
1332655,非员工,女,45-60岁,活跃客户,否,KAT,广东,150530.58000000002
1332731,非员工,女,30-45岁,活跃客户,否,KHE,江西,123905.13
1332774,非员工,女,18-30岁,活跃客户,否,KHE,广东,460633.86
1332926,非员工,男,30-45岁,活跃客户,否,KFC,江西,71304.69
1332983,非员工,女,18-30岁,活跃客户,否,KHE,陕西,102999.48
1333067,非员工,男,18-30岁,活跃客户,是,KFC,江西,22796.49
1333097,非员工,男,18-30岁,活跃客户,否,KHE,陕西,39503.49
1333172,非员工,男,18-30岁,活跃客户,否,KAT,江西,106533.42
1333195,非员工,男,30-45岁,活跃客户,否,KHK,江西,213672.81
1333228,非员工,男,45-60岁,活跃客户,否,KFC,广东,137545.77
1333229,非员工,女,45-60岁,活跃客户,否,KAT,广东,137545.77
1333415,非员工,男,18-30岁,活跃客户,否,KFC,江西,19929.48
1333896,非员工,女,30-45岁,活跃客户,是,KFC,江西,27130.35
1333958,非员工,男,45-60岁,活跃客户,否,KFA,广东,176475.45
1333966,非员工,男,45-60岁,活跃客户,否,KAT,广东,155833.98
1333989,非员工,男,60-75岁,活跃客户,否,KFC,四川,69531.99
1334147,非员工,女,60-75岁,活跃客户,否,KFC,广东,100160.58
1334222,非员工,女,45-60岁,活跃客户,否,KAT,江西,81042.66
1334227,非员工,男,30-45岁,活跃客户,否,KFC,广东,166651.13999999998
1334234,非员工,女,75岁以上,活跃客户,否,KAT,江西,38456.22
1334253,非员工,女,18-30岁,活跃客户,否,KHE,江西,156750.15000000002
1334254,非员工,男,30-45岁,活跃客户,否,KFC,江西,90421.68
1334530,非员工,女,30-45岁,活跃客户,是,KHE,广东,61336.92
1334580,非员工,女,18-30岁,活跃客户,否,KHE,陕西,88675.89
1334588,非员工,男,18-30岁,活跃客户,否,KHE,广东,67022.01
1334698,非员工,女,30-45岁,活跃客户,否,KFC,广东,60541.98
1334757,非员工,男,18-30岁,活跃客户,否,KHE,广东,210408.21
1334758,非员工,女,60-75岁,活跃客户,否,KFC,江西,128234.25
1334854,非员工,女,18-30岁,活跃客户,否,KHE,江西,147756.75
1335211,非员工,男,60-75岁,活跃客户,否,KAT,四川,78757.38
1335264,非员工,男,30-45岁,活跃客户,否,KFC,广东,84407.1
1335318,非员工,女,45-60岁,活跃客户,否,KFC,陕西,155824.23
1335321,非员工,女,18-30岁,活跃客户,是,KFC,陕西,145863.18
1335335,非员工,男,30-45岁,活跃客户,否,KFC,江西,84279.81
1335344,非员工,男,45-60岁,活跃客户,是,KFC,江西,42964.38
1335353,非员工,男,30-45岁,活跃客户,否,KFC,广东,86431.20000000001
1335578,非员工,女,18-30岁,活跃客户,否,KHE,海南,80758.68000000001
1335581,非员工,男,30-45岁,活跃客户,否,KFC,海南,30835.56
1335745,非员工,男,18-30岁,活跃客户,否,KHE,广东,25362.9
1336165,非员工,男,18-30岁,活跃客户,是,KHE,海南,110843.76
1336205,非员工,男,30-45岁,活跃客户,否,KFC,江西,127190.79
1336236,非员工,男,30-45岁,活跃客户,否,KHE,陕西,142948.05
1336244,非员工,男,30-45岁,活跃客户,否,KFC,江西,37318.56
1336257,非员工,女,45-60岁,活跃客户,否,KAT,广东,188106.39
1336271,非员工,男,60-75岁,活跃客户,否,KFC,广东,162930.03
1336288,非员工,男,30-45岁,活跃客户,否,KFC,广东,108704.43
1336311,非员工,女,30-45岁,活跃客户,否,KFC,陕西,65835.95999999999
1336324,非员工,女,45-60岁,活跃客户,否,KFC,江西,41486.10000000001
1336325,非员工,女,18-30岁,活跃客户,否,KFC,广东,121846.2
1336343,非员工,男,18-30岁,活跃客户,否,KFC,江西,63490.23
1336383,非员工,男,18-30岁,活跃客户,否,KFC,江西,130380.33
1336394,非员工,男,30-45岁,活跃客户,否,KFC,江西,56392.59
1336443,非员工,男,30-45岁,活跃客户,否,KFC,海南,61903.08
1336524,非员工,男,30-45岁,活跃客户,否,KFC,江西,116499.3
1336634,非员工,男,18-30岁,活跃客户,否,KFC,陕西,67194.75
1336837,非员工,男,30-45岁,活跃客户,否,KAT,江西,97409.49
1336841,非员工,女,30-45岁,活跃客户,否,KFC,江西,35792.31
1337064,非员工,男,18-30岁,活跃客户,否,KAT,陕西,67194.75
1337082,非员工,男,30-45岁,活跃客户,是,KFC,陕西,145863.18
1337133,非员工,女,18-30岁,活跃客户,否,KFC,江西,77104.98
1337162,非员工,女,18-30岁,活跃客户,否,KFC,江西,46201.2
1337175,非员工,男,30-45岁,活跃客户,否,KFC,江西,318254.46
1337315,非员工,男,18-30岁,活跃客户,否,KAT,广东,169501.13999999998
1337340,非员工,女,30-45岁,活跃客户,否,KHE,江西,45459.51
1337434,非员工,女,30-45岁,活跃客户,否,KFC,广东,63813.96
1337482,非员工,男,30-45岁,活跃客户,否,KAT,江西,36277.56
1337538,非员工,女,30-45岁,活跃客户,否,KFC,广东,101333.58
1337572,非员工,男,30-45岁,活跃客户,否,KFC,江西,59841.45
1337603,非员工,男,60-75岁,活跃客户,是,KHK,江西,62422.62
1337609,非员工,女,30-45岁,活跃客户,否,KFC,江西,70467.06
1337610,非员工,女,30-45岁,活跃客户,否,KFC,广东,81899.58
1337700,非员工,女,18-30岁,活跃客户,否,KHE,广东,64079.19
1337782,非员工,男,18-30岁,活跃客户,否,KHE,广东,174398.73
1338015,非员工,男,30-45岁,活跃客户,是,KFC,广东,84771.56999999999
1338041,非员工,男,30-45岁,活跃客户,否,KFC,江西,55870.08
1338079,非员工,男,18-30岁,活跃客户,否,KHE,海南,68221.08
1338301,非员工,女,18-30岁,活跃客户,否,KHE,陕西,91745.82
1338354,非员工,男,45-60岁,活跃客户,否,KAT,陕西,104916.24
1338398,非员工,女,18-30岁,活跃客户,否,KHE,海南,43710.54
1338616,非员工,男,60-75岁,活跃客户,否,KFC,广东,102220.86000000002
1338621,非员工,男,45-60岁,活跃客户,否,KHK,江西,27890.61
1338633,非员工,女,30-45岁,活跃客户,否,KFC,海南,53270.61
1338643,非员工,男,18-30岁,活跃客户,否,KFC,江西,56126.61
1338656,非员工,女,45-60岁,活跃客户,否,KFC,海南,80497.23
1338657,非员工,男,30-45岁,活跃客户,否,KFC,广东,133180.29
1338785,非员工,女,30-45岁,活跃客户,否,KAT,江西,91341.45
1338937,非员工,男,30-45岁,活跃客户,否,KHE,广东,74555.73
1338944,非员工,女,45-60岁,活跃客户,是,KAT,江西,221168.58
1338988,非员工,男,30-45岁,活跃客户,否,KFC,江西,78283.70999999999
1339109,非员工,男,30-45岁,活跃客户,是,KAT,江西,33796.649999999994
1339277,非员工,男,30-45岁,活跃客户,否,KFC,江西,57105.18000000001
1339279,非员工,女,18-30岁,活跃客户,否,KHE,江西,68770.68000000001
1339417,非员工,女,18-30岁,活跃客户,否,KHE,江西,105927.15
1339456,非员工,女,75岁以上,活跃客户,否,KAT,江西,145262.84999999998
1339691,非员工,男,45-60岁,活跃客户,否,KAT,广东,261239.61
1339692,非员工,女,45-60岁,活跃客户,否,KAT,广东,261239.61
1339698,非员工,男,30-45岁,活跃客户,否,KAT,广东,178011.36000000004
1339734,非员工,女,18-30岁,活跃客户,是,KFC,江西,94632.51
1339901,非员工,男,45-60岁,活跃客户,否,KFC,广东,90780.96
1340072,非员工,女,18-30岁,活跃客户,是,KHK,广东,171977.22
1340114,非员工,女,18-30岁,活跃客户,否,KHK,广东,412161.96
1340384,非员工,男,18-30岁,活跃客户,否,KHK,广东,87430.77
1340426,非员工,男,18-30岁,活跃客户,否,KHK,广东,258760.14
1340443,非员工,女,45-60岁,活跃客户,否,KAT,广东,200187.03
1340455,非员工,女,18-30岁,活跃客户,否,KHE,北京,1950969.63
1340776,非员工,男,18-30岁,活跃客户,否,KHE,海南,47387.22
1340784,非员工,女,30-45岁,活跃客户,是,KFC,江西,75676.02
1340809,非员工,男,30-45岁,活跃客户,否,KFC,广东,73532.04000000001
1340818,非员工,男,75岁以上,活跃客户,否,KFC,江西,43517.76
1340925,非员工,男,45-60岁,活跃客户,否,KHK,江西,123723.51
1340956,非员工,女,60-75岁,活跃客户,否,KAT,海南,103185.24
1341036,非员工,男,30-45岁,活跃客户,否,KHK,广东,81116.04000000001
1341100,非员工,男,30-45岁,活跃客户,否,KAT,江西,75158.97
1341371,非员工,女,45-60岁,活跃客户,否,KHK,江西,42363.09
1341483,非员工,女,18-30岁,活跃客户,否,KHE,四川,425300.82
1341498,非员工,女,30-45岁,活跃客户,否,KHK,广东,126980.1
1341806,非员工,女,45-60岁,活跃客户,否,KHN,江西,61814.97
1341830,非员工,男,30-45岁,活跃客户,否,KHK,江西,100424.91
1341833,非员工,女,18-30岁,活跃客户,是,KHK,陕西,57336.39
1341845,非员工,女,60-75岁,活跃客户,否,KHK,江西,37017.18
1341848,非员工,男,30-45岁,活跃客户,否,KHK,广东,95623.92
1341871,非员工,男,30-45岁,活跃客户,否,KHK,陕西,57592.31999999999
1341872,非员工,女,18-30岁,活跃客户,否,KHK,广东,113932.47
1341887,非员工,男,45-60岁,活跃客户,否,KHK,四川,503140.65
1341911,非员工,男,30-45岁,活跃客户,否,KFC,海南,135493.53
1341914,非员工,男,30-45岁,活跃客户,是,KHK,广东,72858.12
1341917,非员工,男,45-60岁,活跃客户,否,KHK,广东,209153.7
1341939,非员工,男,18-30岁,活跃客户,否,KHK,江西,127034.07
1341946,非员工,女,30-45岁,活跃客户,否,KHK,广东,324839.04
1341958,非员工,女,30-45岁,活跃客户,否,KHK,江西,167760.69
1341959,非员工,男,18-30岁,活跃客户,否,KHK,广东,57141.56999999999
1342106,非员工,男,18-30岁,活跃客户,否,KHK,广东,54261.78
1342154,非员工,男,45-60岁,活跃客户,否,KHK,江西,107723.49
1342158,非员工,男,45-60岁,活跃客户,否,KHK,江西,75618.78
1342161,非员工,女,30-45岁,活跃客户,否,KHK,江西,38457.69
1342166,非员工,女,45-60岁,活跃客户,否,KHK,江西,59162.79
1342257,非员工,男,18-30岁,活跃客户,否,KHK,广东,98247.33
1342267,非员工,女,30-45岁,活跃客户,否,KAT,江西,70729.14
1342283,非员工,男,30-45岁,活跃客户,否,KAT,江西,60151.59
1342356,非员工,男,18-30岁,活跃客户,否,KHE,江西,62515.74000000001
1342368,非员工,女,30-45岁,活跃客户,否,KHK,江西,37949.79
1342371,非员工,女,18-30岁,活跃客户,否,KHE,江西,175808.76
1342455,非员工,男,45-60岁,活跃客户,否,KHK,广东,48266.58
1342519,非员工,男,30-45岁,活跃客户,否,KHK,江西,34752.12
1342529,非员工,男,45-60岁,活跃客户,否,KHK,海南,92264.1
1342898,非员工,男,30-45岁,活跃客户,否,KHE,海南,38298.09
1342940,非员工,男,30-45岁,活跃客户,否,KHK,江西,68874.29999999999
1343011,非员工,男,30-45岁,活跃客户,否,KHK,江西,98013.3
1343014,非员工,男,18-30岁,活跃客户,否,KHE,江西,104328.45
1343111,非员工,女,18-30岁,活跃客户,否,KHK,广东,75154.83
1343175,非员工,女,18-30岁,活跃客户,否,KHK,江西,112419.51
1343178,非员工,男,30-45岁,活跃客户,否,KHK,广东,184933.5
1343237,非员工,女,30-45岁,活跃客户,否,KHK,广东,225443.64
1343373,非员工,男,45-60岁,活跃客户,否,KHK,江西,50203.53
1343423,非员工,男,30-45岁,活跃客户,否,KHE,江西,31973.88
1343793,非员工,女,18-30岁,活跃客户,否,KFC,陕西,81962.37
1343795,非员工,女,45-60岁,活跃客户,否,KAT,广东,167032.38
