本期ID,性别,出生天数,学历,婚姻状况,就业天数,职业类别,单位类别,年收入,家庭人数,子女人数
210974,女,-24774,高中/职高,有配偶,-2878,经理,医疗,130500,2,0
210981,女,-11557,大学肄业,民事婚姻,-1858,工人,自由职业,175500,2,0
211005,女,-14765,高中/职高,有配偶,-1217,厨师,公司类别3,202500,4,2
211011,女,-10782,高中/职高,民事婚姻,-2735,工人,工业类别6,135000,3,1
211047,女,-18776,高中/职高,有配偶,-3163,家政人员,工业类别3,180000,2,0
211054,女,-14468,高中/职高,丧偶,-2504,销售人员,自由职业,180000,2,1
211092,女,-14873,大学肄业,有配偶,-988,核心员工,幼教,405000,2,0
211095,女,-21112,高中/职高,有配偶,365243,,未知,270000,2,0
211102,女,-20454,高中/职高,有配偶,365243,,未知,148500,2,0
211105,男,-22579,高中/职高,有配偶,365243,,未知,337500,2,0
211107,女,-19634,本科及以上,有配偶,-1353,经理,公司类别2,360000,2,0
211116,男,-19637,高中/职高,有配偶,-182,低技能工人,自由职业,157500,3,1
211125,男,-18984,高中/职高,有配偶,-1967,司机,自由职业,211500,2,0
211129,男,-19355,高中/职高,有配偶,-11710,工人,工业类别9,135000,2,0
211137,女,-16672,高中/职高,有配偶,-2557,工人,公司类别3,135000,2,0
211169,女,-16650,高中/职高,有配偶,-664,销售人员,公司类别3,112500,3,1
211174,女,-23943,高中/职高,有配偶,365243,,未知,202500,2,0
211198,男,-9770,高中/职高,有配偶,-169,,公司类别3,135000,4,2
211201,男,-16373,本科及以上,有配偶,-7560,专业技术人员,物业,270000,2,0
211227,男,-23672,高中/职高,有配偶,365243,,未知,135000,2,0
211245,女,-20526,高中/职高,有配偶,365243,,未知,67500,2,0
211265,女,-15562,高中/职高,有配偶,-1211,经理,自由职业,202500,4,2
211283,男,-13086,本科及以上,有配偶,-4349,工人,工业类别11,270000,3,1
211290,女,-9544,本科及以上,离异,-965,核心员工,幼教,180000,2,1
211297,男,-15205,高中/职高,未婚,-1866,工人,公司类别3,315000,1,0
211301,男,-10402,本科及以上,有配偶,-1381,服务人员,其他,247500,2,0
211334,女,-14737,高中/职高,民事婚姻,-439,安保人员,安保,157500,2,0
211335,男,-11761,高中/职高,有配偶,-590,工人,公司类别1,157500,2,0
211349,女,-22240,高中/职高,丧偶,365243,,未知,157500,1,0
211356,女,-11980,高中/职高,有配偶,-2544,,公司类别3,90000,2,0
211407,男,-13343,本科及以上,有配偶,-4246,,其他,135000,2,0
211412,女,-17663,高中/职高,有配偶,-1313,专业技术人员,公司类别3,180000,2,0
211422,女,-23042,高中/职高,丧偶,365243,,未知,54000,1,0
211459,男,-18438,高中/职高,未婚,-542,工人,公司类别3,112500,1,0
211461,女,-9079,本科及以上,有配偶,-443,工人,邮政,135000,3,1
211488,女,-10347,大学肄业,有配偶,-712,,幼教,67500,3,1
211493,女,-10612,本科及以上,未婚,-502,,公司类别3,157500,2,1
211503,女,-20985,高中/职高,离异,365243,,未知,270000,1,0
211511,女,-9450,本科及以上,民事婚姻,-318,核心员工,自由职业,540000,2,0
211513,女,-22228,本科及以上,有配偶,-7490,专业技术人员,政府部门,135000,2,0
211525,男,-17563,高中/职高,有配偶,-782,工人,自由职业,270000,3,1
211607,女,-17056,高中/职高,有配偶,-1322,医务人员,医疗,135000,2,0
211624,女,-17868,高中/职高,有配偶,-5524,工人,工业类别9,247500,2,0
211652,女,-20792,高中/职高,有配偶,365243,,未知,90000,2,0
211659,男,-10318,高中/职高,未婚,-240,司机,公司类别3,103500,1,0
211687,女,-13059,本科及以上,民事婚姻,-644,专业技术人员,自由职业,292500,2,0
211701,女,-19913,高中/职高,有配偶,-13139,工人,其他,225000,2,0
211719,女,-15038,高中/职高,未婚,-128,工人,公司类别2,54000,3,2
211745,女,-16491,高中/职高,民事婚姻,-240,工人,自由职业,90000,3,1
211760,男,-11446,高中/职高,离异,-2587,,公司类别3,270000,1,0
211761,女,-19170,高中/职高,有配偶,-1563,销售人员,自由职业,144000,2,0
211808,男,-19751,本科及以上,有配偶,-1344,工人,工业类别11,360000,2,0
211823,女,-9020,本科及以上,有配偶,-745,,公司类别2,121500,2,0
211830,女,-17668,高中/职高,有配偶,-1420,医务人员,医疗,180000,2,0
211833,女,-15840,高中/职高,有配偶,-983,厨师,公司类别3,112500,2,0
211842,女,-9096,本科及以上,未婚,-777,核心员工,自由职业,157500,1,0
211850,男,-12783,高中/职高,有配偶,-3577,司机,自由职业,135000,4,2
211851,女,-21047,本科及以上,有配偶,365243,,未知,155700,2,0
211870,女,-15192,本科及以上,有配偶,-6817,工人,公司类别1,225000,3,1
211882,女,-8788,高中/职高,有配偶,-986,,自由职业,103500,2,0
211883,男,-10569,本科及以上,未婚,-195,工人,公司类别2,171000,1,0
211895,女,-11262,本科及以上,有配偶,-1348,会计,公司类别3,270000,5,3
211920,女,-10290,本科及以上,有配偶,-1446,核心员工,学校,90000,2,0
211923,男,-13703,高中/职高,有配偶,-2354,安保人员,安保,292500,5,3
211930,女,-20300,高中/职高,有配偶,365243,,未知,135000,2,0
211936,男,-13463,高中/职高,未婚,-2965,司机,建筑,225000,1,0
211954,女,-23627,初中及以下,丧偶,365243,,未知,112500,1,0
211985,男,-23474,高中/职高,有配偶,365243,,未知,112500,2,0
212010,女,-10294,本科及以上,有配偶,-382,,其他,117000,2,0
212012,女,-13464,高中/职高,有配偶,-214,销售人员,自由职业,166500,2,0
212047,男,-14060,高中/职高,有配偶,-5302,工人,公司类别1,90000,3,1
212075,女,-9112,大学肄业,未婚,-1772,销售人员,自由职业,114750,1,0
212090,女,-24513,高中/职高,丧偶,365243,,未知,58500,1,0
212093,女,-10338,高中/职高,有配偶,-1239,医务人员,医疗,126000,4,2
212101,女,-17822,高中/职高,有配偶,-1021,会计,公司类别3,184500,2,0
212114,女,-15718,高中/职高,民事婚姻,-1016,销售人员,贸易类别7,360000,3,1
212117,男,-10421,高中/职高,未婚,-1241,安保人员,交通类别4,180000,1,0
212128,女,-20992,本科及以上,有配偶,-536,核心员工,医疗,180000,2,0
212149,女,-14614,高中/职高,民事婚姻,-749,销售人员,其他,90000,3,1
212155,女,-11086,高中/职高,丧偶,-4130,工人,自由职业,117000,2,1
212164,女,-13652,高中/职高,未婚,-2816,厨师,公司类别3,162000,1,0
212178,男,-10896,本科及以上,有配偶,-352,工人,公司类别3,112500,2,0
212181,女,-21799,本科及以上,有配偶,365243,,未知,126000,2,0
212192,女,-12073,本科及以上,有配偶,-867,核心员工,公司类别1,270000,2,0
212202,男,-17648,高中/职高,有配偶,-308,低技能工人,学校,112500,2,0
212212,女,-19218,高中/职高,离异,-9886,经理,邮政,135000,1,0
212215,女,-16571,高中/职高,有配偶,-850,核心员工,幼教,135000,2,0
212237,女,-13012,本科及以上,有配偶,-1502,专业技术人员,公司类别2,171000,3,1
212253,女,-19591,本科及以上,未婚,-414,专业技术人员,政府部门,135000,1,0
212309,女,-24496,高中/职高,有配偶,-5364,,银行,81000,2,0
212323,男,-17451,高中/职高,有配偶,-597,经理,贸易类别7,450000,5,3
212325,男,-18442,高中/职高,有配偶,-11664,工人,公司类别2,180000,3,1
212330,女,-17559,高中/职高,未婚,-3458,安保人员,公司类别2,337500,1,0
212341,男,-9760,本科及以上,有配偶,-960,经理,学校,135000,2,0
212349,女,-15951,高中/职高,有配偶,-504,销售人员,自由职业,45000,3,1
212364,女,-19716,高中/职高,未婚,-2798,工人,工业类别11,135000,1,0
212388,女,-15019,高中/职高,有配偶,-1898,服务人员,公司类别3,90000,2,0
212394,女,-15129,高中/职高,民事婚姻,-132,医务人员,医疗,135000,4,2
212402,男,-14339,本科及以上,有配偶,-1362,经理,工业类别1,212400,3,1
212423,女,-15138,本科及以上,有配偶,-407,,公司类别3,135000,3,1
212426,女,-14604,高中/职高,未婚,-264,工人,工业类别11,157500,2,1
212445,女,-10023,本科及以上,离异,-360,,工业类别9,180000,1,0
212485,女,-8341,高中/职高,民事婚姻,-927,销售人员,贸易类别2,144000,2,0
212487,女,-15039,高中/职高,离异,-2742,家政人员,自由职业,270000,1,0
212518,男,-16118,高中/职高,未婚,-2223,,交通类别3,225000,1,0
212541,男,-12578,高中/职高,未婚,-603,司机,公司类别3,450000,1,0
212552,男,-23277,高中/职高,有配偶,365243,,未知,292500,2,0
212558,男,-12303,高中/职高,有配偶,-324,工人,军队,342000,4,2
212559,男,-9619,高中/职高,有配偶,-547,核心员工,公司类别1,202500,3,1
212569,女,-20072,高中/职高,有配偶,-9697,工人,公司类别3,45000,2,0
212575,女,-13961,本科及以上,未婚,-7151,家政人员,公司类别3,202500,2,1
212579,男,-16863,高中/职高,有配偶,-2994,司机,餐饮,450000,5,3
212593,男,-15194,本科及以上,未婚,-447,经理,建筑,450000,3,2
212598,男,-22607,本科及以上,有配偶,365243,,未知,292500,2,0
212615,女,-15990,高中/职高,有配偶,-3676,,应急部门,67500,2,0
212617,女,-18949,大学肄业,有配偶,-1242,安保人员,安保,180000,2,0
212628,女,-14957,本科及以上,有配偶,-5959,核心员工,学校,180000,2,0
212646,男,-22815,高中/职高,未婚,-155,清洁工,其他,90000,1,0
212692,男,-12754,高中/职高,有配偶,-664,,军队,72000,2,0
212714,女,-15749,本科及以上,未婚,-1795,,公司类别3,112500,1,0
212726,女,-16830,高中/职高,有配偶,-2507,,学校,360000,2,0
212732,女,-11143,高中/职高,未婚,-512,经理,公司类别3,90000,2,1
212764,男,-12915,高中/职高,有配偶,-574,销售人员,贸易类别7,450000,2,0
212772,男,-21289,高中/职高,有配偶,-372,,公司类别3,360000,2,0
212794,女,-19616,高中/职高,有配偶,-11419,会计,政府部门,126000,2,0
212796,女,-16287,高中/职高,有配偶,-3225,销售人员,自由职业,153000,3,1
212814,男,-9857,大学肄业,有配偶,-2137,专业技术人员,公司类别2,225000,4,2
212822,女,-16130,高中/职高,有配偶,-2090,厨师,学校,112500,2,0
212864,女,-19504,本科及以上,未婚,-1460,经理,幼教,157500,1,0
212883,女,-9550,大学肄业,未婚,-586,专业技术人员,自由职业,157500,1,0
212890,女,-10633,高中/职高,有配偶,-1865,销售人员,公司类别3,112500,3,1
212893,男,-17004,高中/职高,有配偶,-2527,司机,公司类别3,337500,2,0
212905,女,-18952,高中/职高,未婚,-1452,核心员工,幼教,171000,1,0
212909,男,-21878,本科及以上,有配偶,-151,,工业类别7,180000,2,0
212914,女,-17050,高中/职高,有配偶,-4499,核心员工,幼教,202500,2,0
212929,女,-15952,高中/职高,离异,-8781,核心员工,其他,202500,2,1
212931,男,-22812,高中/职高,有配偶,365243,,未知,112500,2,0
212944,男,-19110,本科及以上,有配偶,-1867,专业技术人员,工业类别1,153000,2,0
212955,女,-13787,高中/职高,有配偶,-4108,工人,公司类别2,90000,4,2
212973,女,-9978,高中/职高,未婚,-588,房产中介,自由职业,90000,2,1
212997,男,-10320,本科及以上,有配偶,-2864,工人,公司类别3,157500,3,1
213016,男,-22606,高中/职高,有配偶,365243,,未知,270000,2,0
213032,女,-13575,高中/职高,有配偶,-154,工人,公司类别3,90000,3,1
213035,女,-13071,本科及以上,未婚,-252,,公司类别3,450000,1,0
213053,女,-24961,初中及以下,有配偶,365243,,未知,54000,2,0
213074,女,-21289,高中/职高,丧偶,365243,,未知,112500,1,0
213081,女,-19694,本科及以上,有配偶,-2167,,其他,270000,3,1
213093,女,-9549,高中/职高,未婚,-863,销售人员,自由职业,90000,2,1
213103,女,-16586,本科及以上,有配偶,-563,,政府部门,90000,3,1
213105,女,-15901,高中/职高,民事婚姻,-1786,销售人员,公司类别3,270000,2,0
213110,女,-8128,大学肄业,未婚,-319,服务人员,餐饮,126000,1,0
213115,女,-13018,高中/职高,有配偶,-6311,专业技术人员,交通类别2,225000,2,0
213121,男,-18620,高中/职高,未婚,-651,工人,公司类别3,135000,1,0
213142,男,-10641,高中/职高,有配偶,-252,工人,公司类别3,270000,2,0
213161,男,-14981,本科及以上,有配偶,365243,,未知,135000,2,0
213164,男,-18861,高中/职高,有配偶,-1236,司机,交通类别3,112500,4,2
213165,女,-23858,高中/职高,未婚,365243,,未知,85500,1,0
213173,女,-22977,高中/职高,丧偶,365243,,未知,112500,1,0
213192,男,-10837,本科及以上,未婚,-4105,工人,医疗,135000,1,0
213194,男,-20009,本科及以上,有配偶,-7181,专业技术人员,公司类别2,360000,2,0
213217,女,-13097,高中/职高,有配偶,-566,工人,公司类别3,256500,5,3
213267,女,-14286,高中/职高,有配偶,-1560,专业技术人员,自由职业,126000,3,1
213268,女,-8798,本科及以上,未婚,-794,,警察,180000,1,0
213320,女,-22304,本科及以上,有配偶,-14221,核心员工,大学,157500,2,0
213327,女,-22532,高中/职高,有配偶,365243,,未知,56250,2,0
213345,女,-21735,高中/职高,有配偶,-11039,核心员工,学校,180000,2,0
213346,女,-9338,本科及以上,未婚,-191,销售人员,公司类别3,157500,1,0
213367,女,-19071,高中/职高,有配偶,-11065,工人,自由职业,180000,2,0
213387,女,-17783,高中/职高,民事婚姻,-2442,工人,公司类别3,225000,2,0
213388,女,-14392,本科及以上,有配偶,-1140,会计,自由职业,112500,4,2
213391,男,-10847,高中/职高,有配偶,-1340,销售人员,自由职业,112500,3,1
213444,男,-14579,本科及以上,未婚,-2313,经理,公司类别3,225000,2,1
213496,女,-12608,本科及以上,有配偶,-2772,会计,自由职业,139500,2,0
213500,女,-23635,高中/职高,有配偶,365243,,未知,49500,2,0
213513,男,-14882,本科及以上,有配偶,-1740,,其他,180000,4,2
213525,男,-12813,高中/职高,未婚,-660,,贸易类别7,67500,1,0
213533,女,-12878,本科及以上,有配偶,-549,,自由职业,202500,3,1
213586,女,-22509,高中/职高,离异,365243,,未知,67500,1,0
213606,女,-10257,高中/职高,有配偶,-148,,公司类别3,90000,2,0
213624,男,-10194,高中/职高,未婚,-987,会计,公司类别3,90000,1,0
213626,女,-16028,高中/职高,有配偶,-763,销售人员,自由职业,135000,2,0
213630,女,-22630,高中/职高,有配偶,365243,,未知,112500,2,0
213631,男,-10464,本科及以上,未婚,-1849,安保人员,安保,202500,1,0
213635,女,-13402,高中/职高,有配偶,-4363,,公司类别3,180000,3,1
213658,女,-10464,本科及以上,离异,-255,核心员工,其他,112500,2,1
213676,女,-10525,高中/职高,未婚,-2135,销售人员,公司类别3,90000,2,1
213690,女,-22012,本科及以上,有配偶,-472,经理,工业类别7,225000,2,0
213750,女,-23871,本科及以上,未婚,365243,,未知,103500,1,0
213758,女,-16313,高中/职高,有配偶,-3063,清洁工,公司类别3,135000,3,1
213781,女,-11560,本科及以上,有配偶,-3289,核心员工,政府部门,202500,4,2
213796,女,-17270,高中/职高,有配偶,365243,,未知,135000,2,0
213798,女,-12655,高中/职高,有配偶,-4680,核心员工,公司类别3,238500,2,0
213799,男,-13981,高中/职高,有配偶,-733,工人,公司类别3,90000,3,1
213801,男,-8560,高中/职高,未婚,-102,低技能工人,交通类别4,126000,1,0
213807,女,-24829,初中及以下,有配偶,365243,,未知,126000,2,0
213824,女,-17115,高中/职高,有配偶,-4309,销售人员,贸易类别7,180000,2,0
213837,男,-13195,高中/职高,未婚,-381,工人,公司类别3,202500,1,0
213840,女,-20740,本科及以上,有配偶,365243,,未知,31500,2,0
213912,女,-13145,本科及以上,有配偶,-3184,,政府部门,112500,4,2
213923,女,-22297,高中/职高,未婚,365243,,未知,78750,1,0
213931,女,-17489,高中/职高,有配偶,365243,,未知,180000,2,0
213934,女,-18468,高中/职高,有配偶,-446,医务人员,政府部门,85500,2,0
213964,男,-15722,高中/职高,有配偶,-2486,工人,自由职业,157500,2,0
213989,女,-12351,本科及以上,有配偶,-1513,经理,其他,225000,3,1
214000,女,-8390,大学肄业,民事婚姻,-927,工人,工业类别2,90000,3,1
214005,女,-19767,高中/职高,未婚,-1194,经理,公司类别1,202500,1,0
214019,男,-21055,本科及以上,有配偶,-2351,,其他,112500,2,0
214043,女,-23185,初中及以下,离异,365243,,未知,67500,1,0
214050,女,-17120,高中/职高,民事婚姻,-4984,工人,自由职业,90000,3,1
214052,女,-20218,高中/职高,有配偶,-2521,工人,公司类别3,112500,2,0
214076,女,-22050,高中/职高,有配偶,365243,,未知,247500,2,0
214103,女,-12957,大学肄业,民事婚姻,-1295,销售人员,公司类别3,157500,2,0
214109,女,-13587,高中/职高,离异,-1645,医务人员,医疗,202500,5,4
214110,男,-22248,本科及以上,有配偶,365243,,未知,360000,2,0
214112,男,-8429,高中/职高,未婚,-615,工人,公司类别3,180000,1,0
214129,女,-17020,高中/职高,丧偶,365243,,未知,229500,1,0
214130,女,-11275,高中/职高,有配偶,-1051,销售人员,自由职业,90000,2,0
214140,女,-21230,本科及以上,未婚,365243,,未知,193500,1,0
214143,女,-10564,本科及以上,有配偶,-904,房产中介,自由职业,225000,4,2
214176,女,-11841,大学肄业,有配偶,-1106,销售人员,自由职业,144000,3,1
214193,女,-11221,本科及以上,有配偶,-4244,工人,交通类别2,157500,4,2
214206,女,-17200,高中/职高,有配偶,-2919,销售人员,贸易类别7,157500,2,0
